brand,model,os_version,network_type,user_isp_id,user_region_id,user_city_id,bandwidth_Mbps,user_uid,cell_asuLevel,cell_dbm,cell_level,cell_mcc,cell_mnc,cell_mobileNetworkOperator,cell_rssi,cell_timingAdvance,cell_bands,cell_bandwidth,cell_ci,cell_earfcn,cell_tac,cell_rsrp,cell_rsrq,cell_rssnr
Xiaomi,M2012K11AC,12,4G,China Mobile,sichuansheng,nanchongshi,1.8,298027363428f7d3fdd841c2f5f81abe,38,-102;-102,2,460,0,46000,-69;-69,24,['8'],10000,101544928,3552,32866,-102;-102,-14;-14,2147483647
vivo,V1816T,9,4G,China Mobile,guizhousheng,zunyishi,15.8,08471efb78e4502e6febe087b8508c82,51,-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-88;-88;-88;-88;-88;-88,4,460,0,46000,Added in API level Q,21,['Added in API level 30'],2147483647,28431754,38400,33829,-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-88;-88;-88;-88;-88;-88,-7;-7;-7;-7;-7;-7;-7;-7;-7;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8,2147483647
OPPO,PCLM10,11,4G,China Mobile,jiangsusheng,suzhoushi,109.7,5e342cc4c7d2969cd9d4063b97c7c784,50,-90,3,460,0,46000,-61,2,[],2147483647,179653697,1302,20615,-90,-11,2147483647
vivo,V1934A,9,4G,China Mobile,hebeisheng,baodingshi,68.7,6b07e75683e18c6ceff5c4a6257b862d,59,-81,4,460,0,46000,Added in API level Q,2147483647,['Added in API level 30'],2147483647,187660352,1300,12792,-81,-8,2147483647
vivo,V2020A,10,4G,China Mobile,guangxizhuangzuzizhiqu,yulinshi,1.9,31f0be95395554e25cd1a0929431679a,25,-115;-115;-115,1,460,0,46000,-81;-81;-81,32,['Added in API level 30'],20000,19315336,38496,30471,-115;-115;-115,-11;-11;-11,2147483647
OnePlus,ONEPLUS A6000,10,4G,China Telecom,jilinsheng,baichengshi,97.2,fa983dea4c7f83f53be058dc64fc4742,69,-71;-71,4,460,11,46011,-51;-51,1,['Added in API level 30'],2147483647,7067953,1850,1927,-71;-71,-6;-6,2147483647
vivo,V1838A,10,4G,China Telecom,shandongsheng,linyishi,0.3,ff96ecc285540484b65e786b559f8cd8,53,-87;-87;-87;-87;-87;-87;-90;-90;-90;-90;-90;-90;-90,3,460,0,46000,-59;-59;-59;-59;-59;-59;-61;-61;-61;-61;-63;-63;-63,2147483647,['Added in API level 30'],2147483647,46712198,36275,25492,-87;-87;-87;-87;-87;-87;-90;-90;-90;-90;-90;-90;-90,-7;-7;-8;-8;-8;-8;-9;-9;-9;-9;-8;-8;-8,2147483647
OPPO,PDCM00,11,4G,China Mobile,guangdongsheng,shantoushi,71.6,414e1dbb9e1416b5068da4e7d549b508,43,-97;-97;-97;-97;-97;-98;-98;-98;-98;-98;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97,2,460,0,46000,-89;-89;-89;-89;-89;-91;-91;-91;-91;-91;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89,2,[],2147483647,227498055,1300,10113,-97;-97;-97;-97;-97;-98;-98;-98;-98;-98;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97,-8;-8;-8;-8;-8;-10;-10;-10;-10;-10;-10;-10;-10;-10;-11;-11;-11;-11;-11;-11;-11;-11,2147483647
OPPO,PDRM00,11,4G,China Telecom,anhuisheng,wuhushi,62.8,19fcec586a74139b8761b9dc9cab6c8d,53,-87;-87;-86;-86;-86;-86;-87;-87;-87;-87;-87;-87;-87;-87;-85;-85;-85,3,460,11,46011,-55;-55;-53;-53;-53;-53;-57;-57;-57;-57;-55;-55;-55;-55;-53;-53;-53,2,['1'],20000,113339190,1825,27664,-87;-87;-86;-86;-86;-86;-87;-87;-87;-87;-87;-87;-87;-87;-85;-85;-85,-10;-10;-11;-11;-11;-11;-10;-10;-10;-10;-11;-11;-11;-11;-10;-10;-10,2147483647
Xiaomi,M2012K11AC,11,4G,China Unicom,shandongsheng,taianshi,13.2,298f8f9c73f2f3e37047c83738aa2f08,26,-114;-114,1,460,0,46000,-85;-85,2147483647,['41'],20000,145331905,41134,21380,-114;-114,-7;-7,2147483647
OPPO,PBEM00,10,4G,China Telecom,chongqingshi,chongqingshi,4.6,72277e7b253b1a4c6e11e4cd275fa609,41,-99;-99;-99;-99;-99;-101;-101;-101;-101;-99;-99;-99;-99;-98,2,460,0,46000,-67;-67;-67;-67;-67;-69;-69;-69;-69;-69;-69;-69;-69;-69,2147483647,['Added in API level 30'],10000,124331888,1350,13251,-99;-99;-99;-99;-99;-101;-101;-101;-101;-99;-99;-99;-99;-98,-11;-11;-11;-11;-11;-11;-11;-11;-11;-8;-8;-8;-8;-9,2147483647
vivo,V1813BT,9,4G,China Telecom,yunnansheng,chuxiongyizuzizhizhou,1.2,07a087c9fa5953ee3ed96dabad27b287,30,-110;-110,2,460,11,46011,Added in API level Q,20,['Added in API level 30'],2147483647,185413939,1850,44856,-110;-110,-10;-10,2147483647
OPPO,PDCM00,11,4G,China Unicom,guangdongsheng,shanweishi,66.2,1ce0127b842a238c467e02571e142b18,50,-90;-90;-90;-90;-90;-93;-93;-93;-93;-92;-92;-92;-92;-92;-92;-92;-92;-91;-91;-91;-91;-91,3,460,1,46001,-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87,1,[],2147483647,109856011,1650,9814,-90;-90;-90;-90;-90;-93;-93;-93;-93;-92;-92;-92;-92;-92;-92;-92;-92;-91;-91;-91;-91;-91,-7;-7;-7;-7;-7;-10;-10;-10;-10;-12;-12;-12;-12;-11;-11;-11;-11;-8;-8;-8;-8;-8,2147483647
OPPO,PCAM10,11,4G,China Unicom,shandongsheng,linyishi,87.9,217c065eb53679402250a9fbc1a86857,54,-86;-86;-86;-86,3,460,0,46000,-85;-85;-85;-85,2147483647,[],2147483647,153541722,1300,25576,-86;-86;-86;-86,-11;-11;-11;-11,2147483647
vivo,V1901A,9,4G,China Unicom,neimengguzizhiqu,bayannaoershi,4.2,75aed3371377e5cd1d74fe62c657833e,40,-100;-100;-100;-99;-99;-99;-100;-100;-100;-100;-100;-100;-99;-99;-99;-99;-99;-99;-99;-99;-98;-98,3,460,11,46011,Added in API level Q,3,['Added in API level 30'],2147483647,16326963,1850,58036,-100;-100;-100;-99;-99;-99;-100;-100;-100;-100;-100;-100;-99;-99;-99;-99;-99;-99;-99;-99;-98;-98,-12;-12;-12;-13;-13;-13;-13;-13;-13;-13;-13;-13;-12;-12;-14;-14;-14;-13;-13;-13;-13;-13,2147483647
Xiaomi,Mi 10 Pro,11,4G,China Mobile,shanxisheng,xianshi,395.7,e1c33bb8c7ae9ce179a43bc5df97c42f,37,-103;-103,2,460,0,46000,-71;-71,2147483647,['3'],20000,154596148,1300,36878,-103;-103,-10;-10,2147483647
realme,RMX3115,11,4G,China Mobile,hunansheng,xiangxitujiazumiaozuzizhizhou,62,1a0207a73b0fd16ef94c825c472931a7,51,-89;-89;-90;-89;-90;-89;-90;-89;-90,3,460,0,46000,-85;-85;-87;-85;-87;-85;-87;-85;-87,2147483647,[],2147483647,72552069,38400,29613,-89;-89;-90;-89;-90;-89;-90;-89;-90,-7;-7;-6;-7;-6;-7;-6;-7;-6,2147483647
vivo,vivo X21i A,9,4G,China Mobile,shanghaishi,shanghaishi,48.9,2cde54dd17a435f18b0500415f76a140,38,-102;-102;-102;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-100;-100;-100;-100;-102;-102;-100;-100,3,460,0,46000,Added in API level Q,1,['Added in API level 30'],2147483647,29141548,39148,6177,-102;-102;-102;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-100;-100;-100;-100;-102;-102;-100;-100,-4;-4;-4;-8;-8;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9,2147483647
vivo,V2055A,12,4G,China Mobile,hubeisheng,yichangshi,26.3,b74e2537804f34d3c5c46fc08c12b313,59,-81;-80;-80;-80;-80;-80;-84;-84;-84;-84;-87;-87;-87,4,460,0,46000,-51;-51;-51;-51;-51;-51;-53;-53;-53;-53;-61;-61;-61,21,['41'],20000,146210369,40936,28737,-81;-80;-80;-80;-80;-80;-84;-84;-84;-84;-87;-87;-87,-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-8;-8;-8,2147483647
Xiaomi,M2012K11AC,12,4G,China Unicom,anhuisheng,suzhoushi,4.5,aaabe1d9ec383316253d4aa360bdf0fe,68,-72;-72,4,460,0,46000,-51;-51,2147483647,['39'],20000,17544512,38400,21900,-72;-72,-6;-6,2147483647
OPPO,PCLM10,11,4G,China Unicom,guangdongsheng,shenzhenshi,89.8,99dccb8dfc311485e337e87d7319f201,41,-99,2,460,1,46001,-69,1,[],2147483647,112941363,300,9740,-99,-10,2147483647
vivo,V1832A,10,4G,China Mobile,xinjiangweiwuerzizhiqu,kezileisukeerkezizizhizhou,16.7,09388751d89c64fa82e8bd158b9cbfa6,51,-89;-89,3,460,0,46000,-59;-59,22,['Added in API level 30'],2147483647,165624066,38400,39398,-89;-89,-11;-11,2147483647
Xiaomi,Mi 10,10,4G,China Mobile,anhuisheng,fuyangshi,29.4,2b05a72358cc20e881cc34c4e232dd5f,32,-108;-108;-108;-108;-108;-107;-107;-107;-107;-108;-108;-108;-108,1,460,0,46000,-77;-77;-77;-77;-77;-73;-73;-73;-73;-75;-75;-75;-75,22,['Added in API level 30'],20000,99873536,38400,22252,-108;-108;-108;-108;-108;-107;-107;-107;-107;-108;-108;-108;-108,-10;-10;-10;-10;-10;-14;-14;-14;-14;-13;-13;-13;-13,2147483647
Xiaomi,Mi Note 3,8.1.0,4G,China Mobile,shandongsheng,jinanshi,25.6,4027fb3828a7082fff5d15c75f15e4c2,60,-80;-80;-80;-80;-80;-79;-79;-79;-79;-79;-76;-76;-76;-76;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77,4,460,0,Added in API level 28,Added in API level Q,2147483647,['Added in API level 30'],Added in API level 28,130716098,1300,21501,-80;-80;-80;-80;-80;-79;-79;-79;-79;-79;-76;-76;-76;-76;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77,-11;-11;-11;-11;-11;-16;-16;-16;-16;-16;-12;-12;-12;-12;-14;-14;-14;-14;-14;-14;-14;-14;-14;-14;-14;-14;-14;-14;-14;-14,2147483647
Xiaomi,2201123C,12,4G,China Unicom,anhuisheng,chizhoushi,62.9,41a1f0ce4b1186a61af929867bb7675c,55,-85;-85,4,460,1,46001,-55;-55,0,['3'],20000,96113157,1650,57026,-85;-85,-9;-9,2147483647
Xiaomi,2201123C,12,4G,China Telecom,heilongjiangsheng,daxinganlingdiqu,33.4,c9c0b023c4f8fb91f7961b4139223608,45,-95;-95;-95;-95;-95;-97;-97;-97;-97;-97;-96;-96;-96;-96;-96;-96;-96;-96;-96,3,460,11,46011,-67;-67;-67;-67;-67;-69;-69;-69;-69;-69;-67;-67;-67;-67;-67;-67;-67;-67;-67,2,['3'],20000,3542577,1850,60518,-95;-95;-95;-95;-95;-97;-97;-97;-97;-97;-96;-96;-96;-96;-96;-96;-96;-96;-96,-7;-7;-7;-7;-7;-7;-7;-7;-7;-7;-7;-7;-7;-7;-7;-7;-7;-7;-7,2147483647
vivo,V2157A,11,4G,China Unicom,liaoningsheng,huludaoshi,15.1,5352c747d85d3b6d621115cf2d7d17bb,63,-77;-77;-77;-77;-77;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-76;-76;-76;-76,4,460,1,46001,-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51,2,['3'],20000,24493826,1650,60799,-77;-77;-77;-77;-77;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-76;-76;-76;-76,-10;-10;-10;-10;-10;-13;-13;-13;-13;-13;-13;-13;-13;-13;-13;-12;-12;-12;-12,2147483647
OPPO,PDEM10,11,4G,China Unicom,guangdongsheng,guangzhoushi,88.2,a75e59cece7fc3cfe2c4c977f4c3382f,63,-77;-77,4,460,0,46000,-51;-51,2147483647,['41'],20000,44001282,38950,9495,-77;-77,-7;-7,2147483647
Xiaomi,2201122C,12,4G,China Unicom,henansheng,luoyangshi,103.4,c469891edbb82db934858b516c25330e,69,-71;-71,4,460,0,46000,-51;-51,2147483647,['3'],20000,189886032,1300,14801,-71;-71,-6;-6,2147483647
realme,RMX2173,11,4G,China Telecom,henansheng,nanyangshi,1.2,b8df51efb2c9daa6e13d58d43296671a,40,-100;-100;-100;-100;-100;-99;-99;-99;-99;-99;-99;-99;-99;-99;-101;-101;-101;-101;-101;-98;-98;-98;-98,2,460,11,46011,-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91,15,[],2147483647,192353970,1850,61190,-100;-100;-100;-100;-100;-99;-99;-99;-99;-99;-99;-99;-99;-99;-101;-101;-101;-101;-101;-98;-98;-98;-98,-18;-18;-18;-18;-18;-18;-18;-18;-18;-19;-19;-19;-19;-19;-20;-20;-20;-20;-20;-18;-18;-18;-18,2147483647
OPPO,OPPO R11,8.1.0,4G,China Unicom,hebeisheng,tangshanshi,38.9,359be7b881ca08e039edb75c7d906cff,43,-97,3,460,1,Added in API level 28,Added in API level Q,2147483647,['Added in API level 30'],Added in API level 28,144384950,300,5251,-97,-6,2147483647
OPPO,PBDM00,10,4G,China Mobile,shandongsheng,qingdaoshi,61.1,3b99673e5892bf1b0d533791549ba698,55,-85;-85;-85;-85;-85;-82;-82;-82;-82;-82;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81,4,460,11,46011,-59;-59;-59;-59;-59;-55;-55;-55;-55;-55;-53;-53;-53;-53;-55;-55;-55;-55;-55;-55;-55;-55,2147483647,['Added in API level 30'],10000,160159236,100,13441,-85;-85;-85;-85;-85;-82;-82;-82;-82;-82;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81,-6;-6;-6;-6;-6;-5;-5;-5;-5;-5;-6;-6;-6;-6;-6;-6;-6;-6;-6;-6;-6;-6,2147483647
vivo,V1809A,9,4G,China Unicom,beijingshi,beijingshi,31.7,0311a60a7cdb42c6c757e9223d20543a,56,-84;-84;-84;-84;-84;-85;-85;-85;-85;-85;-85;-84;-84;-84;-84;-84;-84;-84;-84;-84;-84;-84,4,460,1,46001,Added in API level Q,1,['Added in API level 30'],20000,7831663,1650,4349,-84;-84;-84;-84;-84;-85;-85;-85;-85;-85;-85;-84;-84;-84;-84;-84;-84;-84;-84;-84;-84;-84,-13;-13;-13;-13;-13;-14;-14;-14;-14;-14;-14;-14;-14;-14;-14;-14;-14;-14;-14;-14;-14;-14,2147483647
vivo,V2073A,11,4G,China Telecom,guizhousheng,zunyishi,41.6,1c4aac14871c79b1e40ea149d99489d8,37,-103;-103;-103;-103;-103,2,460,1,46001,-73;-73;-73;-73;-73,25,['3'],20000,171410433,1650,63145,-103;-103;-103;-103;-103,-9;-9;-9;-9;-9,2147483647
OPPO,PDRM00,12,4G,China Unicom,shandongsheng,linyishi,22.5,e8196f348912756658f56215a6f28fbc,44,-96;-96,4,460,1,46001,-65;-65,6,['3'],20000,103978625,1650,21154,-96;-96,-9;-9,2147483647
Xiaomi,M2101K9C,12,4G,China Mobile,jiangsusheng,yangzhoushi,23.9,63ce97bbd27e14fa962b3762fc144d75,54,-86;-86,3,460,0,46000,-55;-55,21,['39'],20000,10358916,38400,20856,-86;-86,-7;-7,2147483647
OnePlus,IN2020,11,4G,China Unicom,heilongjiangsheng,qiqihaershi,56.7,57433c07a09378d6cb81d60d3b309a92,56,-84;-84;-84,4,460,1,46001,-53;-53;-53,0,['3'],20000,35724216,1650,60501,-84;-84;-84,-9;-9;-9,2147483647
OPPO,PFJM10,11,4G,China Mobile,zhejiangsheng,shaoxingshi,1.3,64bb8cb9a8026284010ec552606d519a,35,-105;-105;-106,3,460,0,46000,-75;-75;-75,2147483647,['8'],2147483647,263012227,3590,22609,-105;-105;-106,-13;-13;-13,2147483647
Xiaomi,M2102J2SC,11,4G,China Unicom,beijingshi,beijingshi,9,f5435f889986247a2b5edbc10c906c5b,59,-81;-81,4,460,0,46000,-51;-51,2147483647,['3'],20000,25644484,1350,4335,-81;-81,-9;-9,2147483647
Xiaomi,M2006J10C,11,4G,China Unicom,fujiansheng,zhangzhoushi,18.9,143460513aa88469a021c0f935502f66,57,-83;-83;-83,4,460,1,46001,-83;-83;-83,2,[],2147483647,140507658,300,22883,-83;-83;-83,-7;-7;-7,2147483647
Xiaomi,M2003J15SC,11,4G,China Unicom,fujiansheng,xiamenshi,4.3,74353bb553c13e6b0034c0e8e6f95a54,73,-67;-67;-67;-67;-67;-68;-68;-68;-68;-68;-69;-69;-69;-69;-69;-69;-69;-69;-69;-69;-69;-69,4,460,0,46000,-75;-75;-75;-75;-75;-75;-75;-75;-75;-75;-75;-75;-75;-75;-75;-75;-75;-75;-75;-75;-75;-75,2147483647,[],2147483647,34612288,40936,24807,-67;-67;-67;-67;-67;-68;-68;-68;-68;-68;-69;-69;-69;-69;-69;-69;-69;-69;-69;-69;-69;-69,-8;-8;-8;-8;-8;-9;-9;-9;-9;-9;-10;-10;-10;-10;-9;-9;-9;-9;-9;-9;-9;-9,2147483647
deltainno,DT2002C,11,4G,China Telecom,jiangsusheng,changzhoushi,38.1,b0a5809d8cbbd6300b454761ec5de46d,55,-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-86;-86;-86;-86;-86;-86,4,460,11,46011,-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-55;-55;-55;-55;-55;-55,1,['3'],20000,71433521,1850,17477,-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-86;-86;-86;-86;-86;-86,-10;-10;-10;-10;-10;-10;-10;-10;-11;-11;-11;-11;-11;-11;-11;-11;-11;-11;-11;-11;-11;-11,2147483647
Xiaomi,M2104K10AC,11,4G,China Unicom,shanxisheng,xianshi,18.3,bb38cb53a7fd5251f166600569f79a81,45,-95;-95;-95;-95;-95;-94;-94;-94;-94;-94;-94;-94;-94;-94,3,460,1,46001,-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89,2,[],2147483647,196735301,1500,37130,-95;-95;-95;-95;-95;-94;-94;-94;-94;-94;-94;-94;-94;-94,-13;-13;-13;-13;-13;-16;-16;-16;-16;-16;-15;-15;-15;-15,2147483647
OPPO,PDYT20,11,4G,China Unicom,guangdongsheng,dongguanshi,11.4,6b18c11411ec7f504e979d4627a4b070,53,-87;-87;-87;-87;-87;-86;-86;-86;-86;-86;-88;-88;-88;-88;-89;-89;-89;-89;-89;-89;-89;-89,3,460,1,46001,-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85,3,[],2147483647,69747870,3740,9575,-87;-87;-87;-87;-87;-86;-86;-86;-86;-86;-88;-88;-88;-88;-89;-89;-89;-89;-89;-89;-89;-89,-11;-11;-11;-11;-11;-12;-12;-12;-12;-12;-13;-13;-13;-13;-15;-15;-15;-15;-16;-16;-16;-16,2147483647
realme,RMX3370,11,4G,China Unicom,guangdongsheng,dongguanshi,12.9,5a0ee53848ecf7bd6a9789a2ed7462da,47,-93;-93,3,460,0,46000,-65;-65,2147483647,['38'],20000,149875403,41134,10207,-93;-93,-7;-7,2147483647
LGE,LM-V600,11,4G,China Telecom,zhejiangsheng,ningboshi,39.6,59e81255c526cc9ebc7210bd924a7048,44,-96;-96,2,460,11,46011,-61;-61,2,['3'],20000,82467377,1850,59030,-96;-96,-11;-11,2147483647
Xiaomi,M2012K11AC,12,4G,China Telecom,yunnansheng,qujingshi,2,3c670d8d6381ff71280507ea5d19da5a,30,-110;-110,1,460,11,46011,-71;-71,19,['5'],10000,187204625,2452,44722,-110;-110,-17;-17,2147483647
vivo,vivo Y66,6.0.1,4G,China Unicom,guangdongsheng,qingyuanshi,10.1,abea5ed38e2034706d59c518f1dd6d75,39,-101;-101;-101;-101;-101;-101;-101;-101;-102;-102;-102;-102;-102;-101;-101;-101;-101;-102;-102;-102;-102;-101,3,460,1,Added in API level 28,Added in API level Q,2147483647,['Added in API level 30'],Added in API level 28,28840323,Added in API level 24,9923,Added in API level 26,Added in API level 26,Added in API level Q
vivo,V2020CA,10,4G,China Unicom,henansheng,zhoukoushi,97.6,f218fe244bc288fd74de8f938ff4a34e,67,-73;-73;-73;-73;-73;-73;-73;-73;-73;-73;-73;-73;-73;-73,4,460,1,46001,-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51,2,['Added in API level 30'],20000,73645107,1650,11500,-73;-73;-73;-73;-73;-73;-73;-73;-73;-73;-73;-73;-73;-73,-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8,2147483647
vivo,V2049A,11,4G,China Telecom,beijingshi,beijingshi,487.4,c033d762b3e9216904d8681a6de0bd9e,51,-89;-89;-89;-89;-89;-89;-89;-89;-89;-91;-91;-91;-91;-91;-91;-91;-91;-92;-92;-92;-92;-92;-92;-92;-92;-92;-92;-92;-92;-92;-92;-92;-92;-92;-92;-92;-92;-92;-92;-92;-92,3,460,11,46011,-57;-57;-57;-57;-57;-57;-57;-57;-57;-59;-59;-59;-59;-59;-59;-59;-59;-61;-61;-61;-61;-61;-61;-61;-61;-61;-61;-61;-61;-61;-61;-61;-61;-61;-61;-61;-61;-61;-61;-61;-61,1,['3'],20000,25995059,1825,6424,-89;-89;-89;-89;-89;-89;-89;-89;-89;-91;-91;-91;-91;-91;-91;-91;-91;-92;-92;-92;-92;-92;-92;-92;-92;-92;-92;-92;-92;-92;-92;-92;-92;-92;-92;-92;-92;-92;-92;-92;-92,-12;-12;-12;-12;-12;-12;-12;-12;-12;-10;-10;-10;-10;-10;-10;-10;-10;-11;-11;-11;-11;-11;-11;-11;-11;-11;-11;-11;-11;-11;-11;-11;-11;-11;-11;-11;-11;-11;-11;-11;-11,2147483647
OPPO,PEEM00,12,4G,China Telecom,shandongsheng,dongyingshi,9.4,e050417cca1c5d63758b04c547daf003,76,-64;-64;-64;-64;-64;-58;-64;-58;-64;-58;-57;-58;-57;-57;-57;-57;-57;-57;-58;-57;-58;-57;-58;-57;-58;-57;-58;-57;-57;-57;-57;-57;-57;-57;-57;-57;-57;-57;-57;-61;-57;-61;-57,4,460,11,46011,-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51,86,['3'],20000,155870257,1850,21276,-64;-64;-64;-64;-64;-58;-64;-58;-64;-58;-57;-58;-57;-57;-57;-57;-57;-57;-58;-57;-58;-57;-58;-57;-58;-57;-58;-57;-57;-57;-57;-57;-57;-57;-57;-57;-57;-57;-57;-61;-57;-61;-57,-11;-11;-11;-11;-11;-13;-11;-13;-11;-13;-13;-13;-13;-13;-13;-13;-13;-13;-13;-13;-13;-12;-13;-12;-13;-12;-13;-12;-13;-12;-13;-12;-13;-12;-13;-12;-11;-12;-11;-12;-11;-12;-11,2147483647
vivo,V1922A,11,4G,China Unicom,shandongsheng,linyishi,76.4,3a1b285e0290a82c4781e6b195e7835f,63,-77;-77;-77;-77;-77;-77;-77;-77;-77;-76;-76;-76;-76;-76;-77;-77;-77;-77;-77;-77;-77;-77,4,460,0,46000,-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51,2147483647,[],15000,202692127,36275,21398,-77;-77;-77;-77;-77;-77;-77;-77;-77;-76;-76;-76;-76;-76;-77;-77;-77;-77;-77;-77;-77;-77,-12;-12;-12;-12;-12;-12;-12;-12;-12;-12;-12;-12;-12;-12;-13;-13;-13;-13;-13;-13;-13;-13,2147483647
OPPO,PBAM00,8.1.0,4G,China Mobile,heilongjiangsheng,haerbinshi,33.6,cbd53fb3b0db7bf8f709ec8e54f0d03d,43,-97;-97;-97;-97,3,460,0,Added in API level 28,Added in API level Q,23,['Added in API level 30'],Added in API level 28,77814560,38400,17697,-97;-97;-97;-97,-7;-7;-7;-7,2147483647
OPPO,PEMM20,11,4G,China Unicom,hebeisheng,cangzhoushi,52.2,2115e2e333a4e49af5d04d9a3330f2e8,69,-71;-71;-69;-69;-69;-69;-70;-70;-70;-70;-70;-71;-71;-71;-71;-71;-73;-73;-73;-73;-73;-70,4,460,11,46011,-77;-77;-75;-75;-75;-75;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77,0,[],2147483647,24640311,1850,58248,-71;-71;-69;-69;-69;-69;-70;-70;-70;-70;-70;-71;-71;-71;-71;-71;-73;-73;-73;-73;-73;-70,-6;-6;-6;-6;-6;-6;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-10;-10;-10;-10;-10;-10,2147483647
Xiaomi,2201123C,12,4G,China Mobile,guangdongsheng,guangzhoushi,28.8,104c20ebef3ab210c417ad8d0343d1b6,25,-115;-115;-115;-115;-115;-116;-116;-116;-116;-113;-113;-113;-113;-111;-111;-111;-111,1,460,0,46000,-81;-81;-81;-81;-81;-81;-81;-81;-81;-79;-79;-79;-79;-79;-79;-79;-79,22,['39'],20000,144815491,38400,9479,-115;-115;-115;-115;-115;-116;-116;-116;-116;-113;-113;-113;-113;-111;-111;-111;-111,-13;-13;-13;-13;-13;-14;-14;-14;-14;-11;-11;-11;-11;-10;-10;-10;-10,2147483647
vivo,V2055A,11,4G,China Mobile,shandongsheng,dongyingshi,9.8,569fc6214cf4543b5b4143b62c9d1861,49,-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91,3,460,0,46000,-61;-61;-61;-59;-59;-59;-59;-61;-61;-61;-61;-61;-61;-61;-61;-61;-59;-59;-59;-59;-61;-61,3,['3'],20000,182419301,1300,21467,-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91,-9;-9;-9;-9;-9;-9;-9;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10,2147483647
Xiaomi,Mi Note 3,9,4G,China Telecom,shanxisheng,xianyangshi,20.5,6f0f567bb2acc6f2af50dfe00a35cabb,46,-94;-94;-94;-94,4,460,1,46001,Added in API level Q,2,['Added in API level 30'],2147483647,61138738,1650,10585,-94;-94;-94;-94,-9;-9;-11;-11,2147483647
vivo,V1981A,11,4G,China Telecom,chongqingshi,chongqingshi,69.6,6554c5ca5e94d1656592a1c6934703b8,52,-88;-88;-88;-88;-88;-88;-88;-88;-88;-88;-88;-88;-88;-88;-88;-88;-88;-88;-88;-88;-88;-88,3,460,1,46001,-61;-61;-61;-61;-61;-57;-57;-57;-57;-55;-55;-55;-55;-55;-55;-55;-55;-55;-55;-55;-55;-55,0,['3'],20000,82764548,1650,39471,-88;-88;-88;-88;-88;-88;-88;-88;-88;-88;-88;-88;-88;-88;-88;-88;-88;-88;-88;-88;-88;-88,-7;-7;-7;-7;-7;-10;-10;-10;-10;-12;-12;-12;-12;-12;-12;-12;-12;-11;-11;-11;-11;-11,2147483647
